h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
120110502081010,1,,[out of state 12],,,,,[out of state 12],,
120110502083058,1,,[out of state 12],,,,,[out of state 12],,
120110503152009,1,,[out of state 12],,,,,[out of state 12],,
120110504012002,1,,[out of state 12],,,,,[out of state 12],,
120110505011017,1,,[out of state 12],,,,,[out of state 12],,
120110506022008,1,,[out of state 12],,,,,[out of state 12],,
120110601051002,1,,[out of state 12],,,,,[out of state 12],,
120110601131013,1,,[out of state 12],,,,,[out of state 12],,
120110601133004,1,,[out of state 12],,,,,[out of state 12],,
120110601155000,1,,[out of state 12],,,,,[out of state 12],,
120110601242000,1,,[out of state 12],,,,,[out of state 12],,
120110602102004,1,,[out of state 12],,,,,[out of state 12],,
120110602142001,1,,[out of state 12],,,,,[out of state 12],,
120110603022000,1,,[out of state 12],,,,,[out of state 12],,
120110603033003,1,,[out of state 12],,,,,[out of state 12],,
120110603051000,1,,[out of state 12],,,,,[out of state 12],,
120110606031001,1,,[out of state 12],,,,,[out of state 12],,
120110610013000,1,,[out of state 12],,,,,[out of state 12],,
120110702112003,1,,[out of state 12],,,,,[out of state 12],,
120110703142012,1,,[out of state 12],,,,,[out of state 12],,
120110703312015,1,,[out of state 12],,,,,[out of state 12],,
120110704022019,1,,[out of state 12],,,,,[out of state 12],,
120110704052019,1,,[out of state 12],,,,,[out of state 12],,
120110705013011,1,,[out of state 12],,,,,[out of state 12],,
120110905032003,1,,[out of state 12],,,,,[out of state 12],,
120110905043009,1,,[out of state 12],,,,,[out of state 12],,
120110919013003,1,,[out of state 12],,,,,[out of state 12],,
120111007003009,1,,[out of state 12],,,,,[out of state 12],,
120111103232010,1,,[out of state 12],,,,,[out of state 12],,
120111103261009,1,,[out of state 12],,,,,[out of state 12],,
120111103274015,1,,[out of state 12],,,,,[out of state 12],,
120111103451011,1,,[out of state 12],,,,,[out of state 12],,
120111103582004,1,,[out of state 12],,,,,[out of state 12],,
120111103611004,1,,[out of state 12],,,,,[out of state 12],,
120111103622006,1,,[out of state 12],,,,,[out of state 12],,
120150104022005,1,,[out of state 12],,,,,[out of state 12],,
120150105032004,1,,[out of state 12],,,,,[out of state 12],,
120150105051018,1,,[out of state 12],,,,,[out of state 12],,
120150201013007,1,,[out of state 12],,,,,[out of state 12],,
120150201014004,1,,[out of state 12],,,,,[out of state 12],,
120150210011065,1,,[out of state 12],,,,,[out of state 12],,
120150210031005,1,,[out of state 12],,,,,[out of state 12],,
120150301022106,1,,[out of state 12],,,,,[out of state 12],,
120150302011013,1,,[out of state 12],,,,,[out of state 12],,
120150302014035,1,,[out of state 12],,,,,[out of state 12],,
120150304011026,1,,[out of state 12],,,,,[out of state 12],,
120150305071038,1,,[out of state 12],,,,,[out of state 12],,
120150305072000,1,,[out of state 12],,,,,[out of state 12],,
120190302063025,1,,[out of state 12],,,,,[out of state 12],,
120190307082009,1,,[out of state 12],,,,,[out of state 12],,
120310006002006,1,,[out of state 12],,,,,[out of state 12],,
120310021022011,1,,[out of state 12],,,,,[out of state 12],,
120310127043005,1,,[out of state 12],,,,,[out of state 12],,
120310128005004,1,,[out of state 12],,,,,[out of state 12],,
120310131001023,1,,[out of state 12],,,,,[out of state 12],,
120310135254000,1,,[out of state 12],,,,,[out of state 12],,
120310137281001,1,,[out of state 12],,,,,[out of state 12],,
120330011031032,1,,[out of state 12],,,,,[out of state 12],,
120330014024002,1,,[out of state 12],,,,,[out of state 12],,
120330026042028,1,,[out of state 12],,,,,[out of state 12],,
120330030022005,1,,[out of state 12],,,,,[out of state 12],,
120330031003000,1,,[out of state 12],,,,,[out of state 12],,
120330036123004,1,,[out of state 12],,,,,[out of state 12],,
120350601032009,1,,[out of state 12],,,,,[out of state 12],,
120390201011046,1,,[out of state 12],,,,,[out of state 12],,
120390206003024,1,,[out of state 12],,,,,[out of state 12],,
120530403022000,1,,[out of state 12],,,,,[out of state 12],,
120530403032014,1,,[out of state 12],,,,,[out of state 12],,
120530409071006,1,,[out of state 12],,,,,[out of state 12],,
120530411042005,1,,[out of state 12],,,,,[out of state 12],,
120530414013032,1,,[out of state 12],,,,,[out of state 12],,
120570101051002,1,,[out of state 12],,,,,[out of state 12],,
120570102113020,1,,[out of state 12],,,,,[out of state 12],,
120570102162012,1,,[out of state 12],,,,,[out of state 12],,
120570103043011,1,,[out of state 12],,,,,[out of state 12],,
120570108101009,1,,[out of state 12],,,,,[out of state 12],,
120570108231000,1,,[out of state 12],,,,,[out of state 12],,
120570110182002,1,,[out of state 12],,,,,[out of state 12],,
120570110193007,1,,[out of state 12],,,,,[out of state 12],,
120570122073019,1,,[out of state 12],,,,,[out of state 12],,
120570122102001,1,,[out of state 12],,,,,[out of state 12],,
120570122111016,1,,[out of state 12],,,,,[out of state 12],,
120570122121000,1,,[out of state 12],,,,,[out of state 12],,
120570122122002,1,,[out of state 12],,,,,[out of state 12],,
120570130011046,1,,[out of state 12],,,,,[out of state 12],,
120570134093000,1,,[out of state 12],,,,,[out of state 12],,
120570134131002,1,,[out of state 12],,,,,[out of state 12],,
120570134142009,1,,[out of state 12],,,,,[out of state 12],,
120570135031001,1,,[out of state 12],,,,,[out of state 12],,
120570136022001,1,,[out of state 12],,,,,[out of state 12],,
120570137022000,1,,[out of state 12],,,,,[out of state 12],,
120570138043003,1,,[out of state 12],,,,,[out of state 12],,
120570139131083,1,,[out of state 12],,,,,[out of state 12],,
120570139142029,1,,[out of state 12],,,,,[out of state 12],,
120570139162022,1,,[out of state 12],,,,,[out of state 12],,
120570139194004,1,,[out of state 12],,,,,[out of state 12],,
120570139261013,1,,[out of state 12],,,,,[out of state 12],,
120570141171015,1,,[out of state 12],,,,,[out of state 12],,
120610508083005,1,,[out of state 12],,,,,[out of state 12],,
120610508114006,1,,[out of state 12],,,,,[out of state 12],,
120710009003003,1,,[out of state 12],,,,,[out of state 12],,
120710010022012,1,,[out of state 12],,,,,[out of state 12],,
120710012093002,1,,[out of state 12],,,,,[out of state 12],,
120710017101000,1,,[out of state 12],,,,,[out of state 12],,
120710101062078,1,,[out of state 12],,,,,[out of state 12],,
120710101122015,1,,[out of state 12],,,,,[out of state 12],,
120710102082003,2,,[out of state 12],,,,,[out of state 12],,
120710103061019,1,,[out of state 12],,,,,[out of state 12],,
120710104111013,1,,[out of state 12],,,,,[out of state 12],,
120710104124012,1,,[out of state 12],,,,,[out of state 12],,
120710203013014,1,,[out of state 12],,,,,[out of state 12],,
120710204003002,1,,[out of state 12],,,,,[out of state 12],,
120710208012000,1,,[out of state 12],,,,,[out of state 12],,
120710401201008,1,,[out of state 12],,,,,[out of state 12],,
120710401201030,1,,[out of state 12],,,,,[out of state 12],,
120710401221006,1,,[out of state 12],,,,,[out of state 12],,
120710401291000,1,,[out of state 12],,,,,[out of state 12],,
120710401362013,1,,[out of state 12],,,,,[out of state 12],,
120710402055015,1,,[out of state 12],,,,,[out of state 12],,
120710402061002,1,,[out of state 12],,,,,[out of state 12],,
120710402072011,1,,[out of state 12],,,,,[out of state 12],,
120710402102062,1,,[out of state 12],,,,,[out of state 12],,
120710403033022,1,,[out of state 12],,,,,[out of state 12],,
120710403081093,1,,[out of state 12],,,,,[out of state 12],,
120710403162009,1,,[out of state 12],,,,,[out of state 12],,
120710501063001,1,,[out of state 12],,,,,[out of state 12],,
120710502071004,1,,[out of state 12],,,,,[out of state 12],,
120710503061004,2,,[out of state 12],,,,,[out of state 12],,
120710503115001,1,,[out of state 12],,,,,[out of state 12],,
120710503182001,1,,[out of state 12],,,,,[out of state 12],,
120710503183007,1,,[out of state 12],,,,,[out of state 12],,
120710503201001,1,,[out of state 12],,,,,[out of state 12],,
120710503222002,1,,[out of state 12],,,,,[out of state 12],,
120710504012001,1,,[out of state 12],,,,,[out of state 12],,
120710505012018,1,,[out of state 12],,,,,[out of state 12],,
120810001051022,1,,[out of state 12],,,,,[out of state 12],,
120810003042012,1,,[out of state 12],,,,,[out of state 12],,
120810004053014,1,,[out of state 12],,,,,[out of state 12],,
120810004063000,1,,[out of state 12],,,,,[out of state 12],,
120810004092001,1,,[out of state 12],,,,,[out of state 12],,
120810008051020,1,,[out of state 12],,,,,[out of state 12],,
120810011081003,1,,[out of state 12],,,,,[out of state 12],,
120810014021017,1,,[out of state 12],,,,,[out of state 12],,
120810014041021,1,,[out of state 12],,,,,[out of state 12],,
120810020162001,1,,[out of state 12],,,,,[out of state 12],,
120810020211001,1,,[out of state 12],,,,,[out of state 12],,
120810020231013,1,,[out of state 12],,,,,[out of state 12],,
120850004004004,1,,[out of state 12],,,,,[out of state 12],,
120850011062010,1,,[out of state 12],,,,,[out of state 12],,
120850013021017,1,,[out of state 12],,,,,[out of state 12],,
120850014091006,1,,[out of state 12],,,,,[out of state 12],,
120850016011000,1,,[out of state 12],,,,,[out of state 12],,
120860001071000,1,,[out of state 12],,,,,[out of state 12],,
120860001201004,1,,[out of state 12],,,,,[out of state 12],,
120860002241006,1,,[out of state 12],,,,,[out of state 12],,
120860002242004,1,,[out of state 12],,,,,[out of state 12],,
120860003083006,1,,[out of state 12],,,,,[out of state 12],,
120860003102004,1,,[out of state 12],,,,,[out of state 12],,
120860006101003,1,,[out of state 12],,,,,[out of state 12],,
120860007103001,1,,[out of state 12],,,,,[out of state 12],,
120860007121024,1,,[out of state 12],,,,,[out of state 12],,
120860009071020,1,,[out of state 12],,,,,[out of state 12],,
120860011041021,1,,[out of state 12],,,,,[out of state 12],,
120860012043003,1,,[out of state 12],,,,,[out of state 12],,
120860012061002,1,,[out of state 12],,,,,[out of state 12],,
120860015023031,1,,[out of state 12],,,,,[out of state 12],,
120860039171001,1,,[out of state 12],,,,,[out of state 12],,
120860040005006,1,,[out of state 12],,,,,[out of state 12],,
120860043011002,1,,[out of state 12],,,,,[out of state 12],,
120860044063002,2,,[out of state 12],,,,,[out of state 12],,
120860045005004,1,,[out of state 12],,,,,[out of state 12],,
120860046023011,1,,[out of state 12],,,,,[out of state 12],,
120860102121016,1,,[out of state 12],,,,,[out of state 12],,
120860106201008,1,,[out of state 12],,,,,[out of state 12],,
120860107091004,1,,[out of state 12],,,,,[out of state 12],,
120860110082001,1,,[out of state 12],,,,,[out of state 12],,
120860198011017,1,,[out of state 12],,,,,[out of state 12],,
120860201001012,1,,[out of state 12],,,,,[out of state 12],,
120879706002009,1,,[out of state 12],,,,,[out of state 12],,
120879719002006,1,,[out of state 12],,,,,[out of state 12],,
120879727003085,1,,[out of state 12],,,,,[out of state 12],,
120939101011005,1,,[out of state 12],,,,,[out of state 12],,
120939104012075,1,,[out of state 12],,,,,[out of state 12],,
120950123032016,1,,[out of state 12],,,,,[out of state 12],,
120950123041006,2,,[out of state 12],,,,,[out of state 12],,
120950127011009,1,,[out of state 12],,,,,[out of state 12],,
120950135113001,1,,[out of state 12],,,,,[out of state 12],,
120950136071014,1,,[out of state 12],,,,,[out of state 12],,
120950138031004,1,,[out of state 12],,,,,[out of state 12],,
120950141001002,1,,[out of state 12],,,,,[out of state 12],,
120950147061003,1,,[out of state 12],,,,,[out of state 12],,
120950148074000,1,,[out of state 12],,,,,[out of state 12],,
120950148102000,1,,[out of state 12],,,,,[out of state 12],,
120950148121006,1,,[out of state 12],,,,,[out of state 12],,
120950149042000,1,,[out of state 12],,,,,[out of state 12],,
120950149042006,1,,[out of state 12],,,,,[out of state 12],,
120950149091014,1,,[out of state 12],,,,,[out of state 12],,
120950150062012,1,,[out of state 12],,,,,[out of state 12],,
120950152043006,1,,[out of state 12],,,,,[out of state 12],,
120950153002037,1,,[out of state 12],,,,,[out of state 12],,
120950159012041,1,,[out of state 12],,,,,[out of state 12],,
120950161003006,1,,[out of state 12],,,,,[out of state 12],,
120950164131017,1,,[out of state 12],,,,,[out of state 12],,
120950165121002,1,,[out of state 12],,,,,[out of state 12],,
120950165151018,1,,[out of state 12],,,,,[out of state 12],,
120950166071030,1,,[out of state 12],,,,,[out of state 12],,
120950166071048,1,,[out of state 12],,,,,[out of state 12],,
120950167133015,1,,[out of state 12],,,,,[out of state 12],,
120950167352013,1,,[out of state 12],,,,,[out of state 12],,
120950167431004,1,,[out of state 12],,,,,[out of state 12],,
120950167532004,1,,[out of state 12],,,,,[out of state 12],,
120950168024025,1,,[out of state 12],,,,,[out of state 12],,
120950168101002,1,,[out of state 12],,,,,[out of state 12],,
120950168112015,1,,[out of state 12],,,,,[out of state 12],,
120950168113021,1,,[out of state 12],,,,,[out of state 12],,
120950168121010,1,,[out of state 12],,,,,[out of state 12],,
120950168121011,1,,[out of state 12],,,,,[out of state 12],,
120950168131002,1,,[out of state 12],,,,,[out of state 12],,
120950169111000,1,,[out of state 12],,,,,[out of state 12],,
120950170133000,1,,[out of state 12],,,,,[out of state 12],,
120950170181015,1,,[out of state 12],,,,,[out of state 12],,
120950170221011,1,,[out of state 12],,,,,[out of state 12],,
120950170221012,1,,[out of state 12],,,,,[out of state 12],,
120950171082020,1,,[out of state 12],,,,,[out of state 12],,
120950171093009,1,,[out of state 12],,,,,[out of state 12],,
120950171103102,1,,[out of state 12],,,,,[out of state 12],,
120950171122035,1,,[out of state 12],,,,,[out of state 12],,
120950171143021,1,,[out of state 12],,,,,[out of state 12],,
120950171173016,1,,[out of state 12],,,,,[out of state 12],,
120950171181007,1,,[out of state 12],,,,,[out of state 12],,
120950171201033,1,,[out of state 12],,,,,[out of state 12],,
120950171221000,1,,[out of state 12],,,,,[out of state 12],,
120950173011008,1,,[out of state 12],,,,,[out of state 12],,
120950175062061,1,,[out of state 12],,,,,[out of state 12],,
120950177013005,1,,[out of state 12],,,,,[out of state 12],,
120970408071020,1,,[out of state 12],,,,,[out of state 12],,
120970408082010,1,,[out of state 12],,,,,[out of state 12],,
120970408092033,1,,[out of state 12],,,,,[out of state 12],,
120970409041041,1,,[out of state 12],,,,,[out of state 12],,
120970411011005,1,,[out of state 12],,,,,[out of state 12],,
120970411022000,1,,[out of state 12],,,,,[out of state 12],,
120970413011000,1,,[out of state 12],,,,,[out of state 12],,
120970418002029,1,,[out of state 12],,,,,[out of state 12],,
120970421001019,1,,[out of state 12],,,,,[out of state 12],,
120970421001034,1,,[out of state 12],,,,,[out of state 12],,
120970421002004,1,,[out of state 12],,,,,[out of state 12],,
120970422011004,1,,[out of state 12],,,,,[out of state 12],,
120970426031000,1,,[out of state 12],,,,,[out of state 12],,
120970426041006,1,,[out of state 12],,,,,[out of state 12],,
120970429012014,1,,[out of state 12],,,,,[out of state 12],,
120970432032015,1,,[out of state 12],,,,,[out of state 12],,
120970432083000,1,,[out of state 12],,,,,[out of state 12],,
120970433032006,1,,[out of state 12],,,,,[out of state 12],,
120970436002035,1,,[out of state 12],,,,,[out of state 12],,
120970437001029,1,,[out of state 12],,,,,[out of state 12],,
120990002172008,1,,[out of state 12],,,,,[out of state 12],,
